Student_ID,Gender,Age,Programming_Skill_Level,Abstraction_Score,Decomposition_Score,Algorithmic_Thinking_Score,Debugging_Score,Pattern_Recognition_Score,Pre_Test_Score,Improvement_Score,Post_Test_Score
S0471,F,33,Intermediate,5,3,1,2,2,66,7,73
S0472,M,16,Intermediate,5,1,4,4,2,47,19,66
S0473,F,16,Advanced,5,2,2,2,3,52,24,76
S0474,M,6,Advanced,5,2,4,1,1,40,14,54
S0475,F,22,Advanced,1,4,1,1,5,67,16,83
S0476,M,20,Advanced,1,4,2,1,5,57,27,84
S0477,F,25,Advanced,4,3,3,5,3,50,28,78
S0478,M,11,Intermediate,5,2,2,1,5,60,22,82
S0479,F,29,Beginner,2,4,5,4,4,45,8,53
S0480,M,27,Advanced,4,2,2,4,2,55,15,70
S0481,M,33,Advanced,5,1,3,5,5,60,25,85
S0482,M,30,Beginner,1,4,5,4,4,68,29,97
S0483,F,20,Beginner,2,3,4,4,2,58,0,58
S0484,M,14,Beginner,4,4,2,2,4,65,25,90
S0485,F,19,Beginner,2,2,4,1,2,62,15,77
S0486,M,23,Beginner,5,5,2,2,2,67,18,85
S0487,F,31,Beginner,3,5,1,2,5,56,22,78
S0488,M,22,Intermediate,2,2,1,4,3,57,8,65
S0489,F,23,Beginner,2,1,3,3,5,50,29,79
S0490,F,10,Beginner,1,4,1,1,1,53,16,69
S0491,M,25,Intermediate,5,5,5,3,4,51,5,56
S0492,F,25,Beginner,2,1,5,4,1,64,26,90
S0493,F,14,Advanced,5,2,2,5,2,69,13,82
S0494,M,16,Advanced,1,1,4,2,5,59,17,76
S0495,F,29,Beginner,5,2,5,4,1,63,20,83
S0496,F,27,Intermediate,1,4,2,4,1,64,30,94
S0497,F,6,Advanced,1,1,4,3,1,46,13,59
S0498,M,23,Intermediate,4,4,1,5,2,56,22,78
S0499,F,11,Advanced,5,1,2,2,2,44,29,73
S0500,M,32,Beginner,3,2,4,5,2,61,6,67
S0501,F,7,Intermediate,4,2,3,5,1,53,9,62
S0502,F,20,Intermediate,1,1,3,5,4,66,15,81
S0503,F,34,Intermediate,3,2,5,1,5,63,6,69
S0504,M,31,Advanced,2,3,4,5,5,65,27,92
S0505,F,26,Advanced,2,3,3,4,2,70,19,89
S0506,F,19,Advanced,4,4,5,1,1,52,27,79
S0507,M,10,Beginner,3,3,2,1,4,63,5,68
S0508,F,11,Advanced,5,3,2,5,3,68,26,94
S0509,M,11,Beginner,3,5,4,4,2,51,25,76
S0510,M,35,Intermediate,4,5,4,2,3,53,5,58
S0511,F,27,Intermediate,5,5,4,5,5,64,6,70
S0512,M,35,Beginner,5,5,4,1,5,48,24,72
S0513,F,23,Advanced,2,2,3,2,4,70,21,91
S0514,M,19,Beginner,3,4,3,2,4,43,27,70
S0515,M,15,Intermediate,5,4,5,1,3,61,25,86
S0516,F,19,Intermediate,4,3,3,2,5,58,16,74
S0517,M,18,Beginner,2,4,2,4,4,40,7,47
S0518,M,35,Advanced,5,3,5,4,4,68,1,69
S0519,M,8,Advanced,3,4,3,5,5,52,18,70
S0520,M,35,Beginner,2,1,4,5,5,45,27,72
S0521,M,11,Beginner,3,1,3,2,1,40,20,60
S0522,F,34,Advanced,3,4,1,1,4,64,21,85
S0523,M,13,Intermediate,3,2,5,4,3,66,6,72
S0524,F,17,Beginner,2,3,3,3,2,61,11,72
S0525,M,18,Advanced,5,4,3,5,2,56,19,75
S0526,F,16,Advanced,1,3,2,4,5,66,2,68
S0527,F,17,Intermediate,5,5,4,2,3,68,24,92
S0528,M,6,Intermediate,2,4,4,4,1,42,3,45
S0529,M,22,Intermediate,1,2,2,4,4,56,24,80
S0530,M,21,Intermediate,1,5,2,2,1,41,24,65
S0531,F,16,Intermediate,1,4,1,5,3,61,10,71
S0532,M,18,Beginner,4,1,5,5,1,46,11,57
S0533,F,23,Advanced,2,4,4,3,5,40,29,69
S0534,F,16,Beginner,4,1,2,3,2,65,18,83
S0535,F,33,Beginner,1,1,2,5,5,60,18,78
S0536,M,17,Beginner,4,4,5,5,4,61,28,89
S0537,M,11,Beginner,4,4,2,5,5,54,29,83
S0538,F,14,Beginner,2,1,1,5,3,43,10,53
S0539,F,21,Intermediate,3,3,5,4,3,45,12,57
S0540,M,9,Intermediate,4,5,1,3,4,60,23,83
S0541,F,8,Advanced,4,2,3,2,4,52,0,52
S0542,M,33,Beginner,1,4,4,1,2,68,5,73
S0543,F,21,Advanced,1,5,2,2,1,66,21,87
S0544,M,29,Intermediate,1,5,5,1,2,62,24,86
S0545,F,32,Intermediate,5,3,1,4,5,52,15,67
S0546,M,31,Intermediate,4,5,4,3,1,59,1,60
S0547,F,35,Beginner,1,4,4,1,4,40,13,53
S0548,M,30,Beginner,2,5,2,5,3,41,23,64
S0549,M,17,Intermediate,5,4,4,4,5,45,22,67
S0550,F,16,Advanced,3,4,2,1,2,69,17,86
S0551,F,10,Advanced,4,1,3,5,4,68,16,84
S0552,M,30,Intermediate,4,3,2,4,1,65,19,84
S0553,F,23,Advanced,2,2,1,1,1,68,17,85
S0554,M,24,Intermediate,3,1,4,5,3,50,18,68
S0555,F,28,Advanced,3,2,4,3,4,57,29,86
S0556,M,28,Intermediate,5,4,4,4,4,52,14,66
S0557,M,11,Advanced,4,1,2,1,5,60,1,61
S0558,M,27,Beginner,1,5,5,5,5,51,29,80
S0559,M,23,Intermediate,2,5,2,3,1,59,24,83
S0560,M,31,Intermediate,2,2,1,5,2,46,3,49
S0561,M,11,Advanced,2,4,2,3,1,59,0,59
S0562,F,9,Intermediate,2,2,4,1,5,46,7,53
S0563,F,17,Intermediate,1,3,3,5,5,66,19,85
S0564,F,24,Intermediate,1,5,1,5,5,63,13,76
S0565,M,34,Beginner,5,1,3,2,1,46,25,71
S0566,M,32,Beginner,4,1,1,4,4,41,10,51
S0567,M,34,Advanced,1,1,1,5,2,50,26,76
S0568,M,7,Beginner,5,5,4,3,2,40,23,63
S0569,F,22,Advanced,3,4,2,4,5,60,23,83
S0570,F,16,Beginner,4,5,4,1,3,68,24,92
S0571,M,16,Advanced,1,5,4,4,1,52,13,65
S0572,F,26,Beginner,3,1,4,2,4,51,27,78
S0573,F,21,Beginner,5,5,3,1,5,52,15,67
S0574,M,7,Advanced,1,1,1,5,3,46,9,55
S0575,F,7,Intermediate,1,4,5,1,5,51,6,57
S0576,M,28,Intermediate,3,3,2,1,3,56,15,71
S0577,F,13,Beginner,1,1,4,2,2,66,3,69
S0578,M,18,Advanced,2,2,1,3,3,47,11,58
S0579,M,15,Intermediate,1,3,2,1,2,42,11,53
S0580,M,13,Advanced,4,4,5,3,2,46,29,75
S0581,M,35,Intermediate,3,3,5,4,1,58,1,59
S0582,F,9,Advanced,4,1,4,2,3,59,5,64
S0583,M,20,Beginner,5,4,5,5,4,47,30,77
S0584,M,35,Advanced,4,2,5,1,4,53,19,72
S0585,M,6,Intermediate,2,1,2,3,3,53,14,67
S0586,F,16,Beginner,2,1,2,1,1,41,14,55
S0587,M,12,Advanced,4,4,4,2,4,45,21,66
S0588,F,22,Intermediate,5,4,1,5,5,55,15,70
S0589,M,32,Beginner,1,3,4,4,4,65,23,88
S0590,F,25,Advanced,2,2,3,4,1,48,2,50
S0591,F,29,Intermediate,4,3,5,3,2,65,0,65
S0592,M,23,Advanced,4,3,1,4,2,64,20,84
S0593,F,27,Advanced,4,1,2,3,2,60,11,71
S0594,M,34,Beginner,1,4,3,5,1,54,14,68
S0595,M,27,Beginner,3,1,3,1,2,58,18,76
S0596,M,17,Intermediate,5,2,5,2,2,54,5,59
S0597,F,14,Beginner,3,3,2,5,1,61,30,91
S0598,F,10,Intermediate,5,2,1,5,5,51,18,69
S0599,M,15,Advanced,5,4,2,4,4,48,16,64
S0600,M,9,Advanced,4,4,5,4,1,55,8,63
S0601,F,10,Intermediate,2,5,3,2,1,45,20,65
S0602,M,33,Advanced,4,2,5,1,3,59,12,71
S0603,M,33,Beginner,1,1,4,5,2,67,14,81
S0604,M,15,Advanced,5,2,3,4,5,66,15,81
S0605,F,16,Beginner,2,3,5,5,3,54,12,66
S0606,F,26,Intermediate,5,4,1,1,5,52,1,53
S0607,F,29,Intermediate,5,4,1,3,2,60,1,61
S0608,M,15,Advanced,4,2,1,1,2,62,10,72
S0609,M,33,Advanced,2,2,4,5,2,49,29,78
S0610,M,13,Beginner,2,2,2,5,4,53,24,77
S0611,F,7,Beginner,5,3,1,2,5,68,27,95
S0612,M,28,Advanced,2,3,4,5,5,42,15,57
S0613,M,13,Advanced,2,1,1,4,3,69,16,85
S0614,M,21,Intermediate,4,2,4,2,1,51,25,76
S0615,M,32,Intermediate,3,1,1,5,2,64,2,66
S0616,F,27,Intermediate,1,5,2,1,2,40,27,67
S0617,F,10,Advanced,3,3,5,5,3,63,28,91
S0618,M,32,Advanced,2,4,1,1,5,60,28,88
S0619,F,30,Advanced,5,5,5,1,4,55,25,80
S0620,F,34,Intermediate,1,4,1,5,5,49,26,75
S0621,M,8,Advanced,1,5,2,1,4,48,22,70
S0622,M,17,Beginner,5,1,5,3,4,57,29,86
S0623,F,18,Advanced,1,1,4,2,5,40,0,40
S0624,M,18,Advanced,5,3,1,5,2,49,17,66
S0625,F,15,Advanced,1,4,1,3,4,46,13,59
S0626,M,9,Advanced,3,5,4,1,3,49,21,70
S0627,F,14,Advanced,1,2,2,1,3,51,8,59
S0628,M,27,Beginner,4,2,3,2,4,50,27,77
S0629,F,29,Beginner,5,3,1,3,2,48,8,56
S0630,F,28,Advanced,1,4,4,3,4,69,11,80
S0631,F,32,Intermediate,5,2,3,5,3,44,23,67
S0632,M,7,Advanced,4,3,1,1,3,66,29,95
S0633,F,24,Advanced,1,3,5,4,5,43,2,45
S0634,F,6,Advanced,1,4,4,5,2,59,1,60
S0635,M,30,Intermediate,4,2,5,5,5,67,0,67
S0636,M,34,Intermediate,4,2,2,5,1,52,26,78
S0637,F,12,Intermediate,4,2,3,2,4,47,26,73
S0638,F,22,Beginner,5,1,4,2,5,55,8,63
S0639,M,8,Intermediate,4,2,1,5,2,40,12,52
S0640,M,25,Beginner,5,5,1,4,4,56,29,85
S0641,M,25,Beginner,3,1,3,3,4,54,20,74
S0642,M,26,Intermediate,1,1,5,3,4,63,27,90
S0643,M,35,Intermediate,1,1,5,1,4,54,15,69
S0644,F,8,Intermediate,2,1,4,3,4,57,18,75
S0645,M,8,Beginner,3,3,4,3,2,65,9,74
S0646,F,22,Advanced,4,5,5,4,1,45,25,70
S0647,F,12,Intermediate,4,4,4,3,3,41,26,67
S0648,F,32,Intermediate,3,2,5,4,1,44,4,48
S0649,M,31,Intermediate,4,1,3,2,3,58,13,71
S0650,F,19,Beginner,2,4,4,4,5,46,26,72
S0651,F,22,Beginner,5,3,5,2,4,48,14,62
S0652,M,23,Advanced,1,4,4,4,5,41,27,68
S0653,F,18,Intermediate,3,1,1,5,5,46,2,48
S0654,F,25,Beginner,1,5,1,2,3,68,8,76
S0655,M,34,Advanced,5,4,2,2,2,68,28,96
S0656,F,25,Intermediate,3,1,5,3,4,63,0,63
S0657,F,26,Beginner,5,1,2,2,5,53,0,53
S0658,F,32,Intermediate,4,2,5,4,1,65,18,83
S0659,M,23,Intermediate,4,2,4,5,4,70,5,75
S0660,M,9,Beginner,4,5,5,5,2,63,10,73
S0661,M,6,Beginner,5,2,1,3,4,62,29,91
S0662,F,23,Beginner,5,5,4,4,5,69,17,86
S0663,F,6,Intermediate,5,3,1,4,1,54,13,67
S0664,M,31,Intermediate,1,3,4,1,5,51,15,66
S0665,F,31,Advanced,5,2,5,2,2,59,0,59
S0666,F,18,Intermediate,4,3,5,3,3,43,23,66
S0667,M,25,Beginner,2,4,1,5,1,65,26,91
S0668,M,25,Intermediate,5,4,3,1,2,52,9,61
S0669,F,28,Advanced,2,4,5,4,2,68,30,98
S0670,F,15,Advanced,4,3,3,2,5,48,24,72
S0671,F,32,Beginner,5,4,4,5,5,70,9,79
S0672,M,16,Beginner,1,5,3,1,5,51,12,63
S0673,M,14,Advanced,1,1,1,4,3,49,27,76
S0674,M,14,Advanced,2,2,2,5,4,48,0,48
S0675,M,10,Advanced,1,5,2,5,4,60,2,62
S0676,F,31,Beginner,1,4,1,4,5,62,13,75
S0677,M,6,Advanced,1,1,2,4,5,46,20,66
S0678,M,22,Advanced,4,2,1,3,3,64,15,79
S0679,M,27,Beginner,1,5,5,5,4,51,22,73
S0680,M,7,Intermediate,3,2,3,4,3,55,25,80
S0681,M,29,Intermediate,5,3,2,1,2,54,19,73
S0682,F,18,Advanced,1,4,5,2,4,46,5,51
S0683,F,14,Intermediate,1,5,2,3,5,47,0,47
S0684,M,34,Intermediate,1,5,4,4,1,46,19,65
S0685,F,9,Intermediate,3,1,1,2,2,50,23,73
S0686,M,10,Intermediate,1,1,1,3,1,43,4,47
S0687,M,16,Advanced,1,1,5,5,3,67,7,74
S0688,F,29,Intermediate,5,2,4,2,3,57,11,68
S0689,F,24,Intermediate,3,4,3,3,3,58,0,58
S0690,M,26,Beginner,3,2,4,4,5,46,12,58
S0691,M,8,Advanced,1,4,4,4,3,69,25,94
S0692,M,17,Beginner,3,5,3,3,1,66,8,74
S0693,F,31,Beginner,2,2,3,5,2,66,19,85
S0694,M,24,Advanced,3,2,4,3,5,52,24,76
S0695,M,24,Intermediate,3,2,2,1,2,48,23,71
S0696,M,18,Beginner,3,3,2,3,3,68,7,75
S0697,F,33,Advanced,4,4,4,3,4,69,12,81
S0698,M,12,Intermediate,4,4,2,4,5,66,27,93
S0699,M,20,Advanced,4,2,3,5,3,57,1,58
S0700,F,28,Beginner,3,3,3,3,5,69,30,99
S0701,M,12,Intermediate,2,2,2,2,4,46,14,60
S0702,M,31,Intermediate,3,4,3,4,1,59,13,72
S0703,F,13,Advanced,1,5,1,4,1,55,18,73
S0704,M,10,Intermediate,2,3,3,3,1,62,25,87
S0705,F,26,Beginner,4,3,4,2,4,67,8,75
S0706,F,19,Beginner,5,2,5,3,2,44,18,62
S0707,M,9,Beginner,2,5,2,2,4,46,29,75
S0708,M,28,Advanced,4,4,2,4,4,45,13,58
S0709,M,15,Intermediate,2,1,3,2,3,68,7,75
S0710,M,25,Intermediate,2,4,3,3,1,41,4,45
S0711,F,20,Intermediate,3,4,5,1,5,67,29,96
S0712,M,23,Beginner,1,5,5,1,2,46,6,52
S0713,F,25,Intermediate,5,3,4,2,5,60,3,63
S0714,M,18,Beginner,4,4,1,3,3,70,7,77
S0715,M,34,Intermediate,2,3,4,5,3,48,3,51
S0716,M,13,Beginner,5,5,2,1,2,52,20,72
S0717,F,14,Intermediate,2,5,3,4,5,68,29,97
S0718,M,21,Advanced,1,2,4,3,2,66,0,66
S0719,M,24,Advanced,5,1,3,3,2,56,25,81
S0720,M,21,Beginner,4,5,3,1,1,56,7,63
S0721,M,12,Beginner,2,5,4,5,5,54,6,60
S0722,F,19,Intermediate,1,3,4,4,1,57,10,67
S0723,M,33,Intermediate,5,5,5,5,1,63,20,83
S0724,F,19,Advanced,2,4,1,4,1,54,15,69
S0725,F,30,Intermediate,2,2,5,1,4,50,21,71
S0726,F,32,Beginner,4,2,1,3,3,64,16,80
S0727,F,9,Beginner,1,4,4,4,3,66,23,89
S0728,F,31,Beginner,3,5,1,3,4,66,24,90
S0729,F,20,Beginner,2,1,2,2,2,51,26,77
S0730,M,8,Beginner,5,5,5,2,5,62,4,66
S0731,F,10,Advanced,4,2,5,1,5,56,25,81
S0732,F,6,Advanced,4,1,5,1,5,51,6,57
S0733,F,8,Beginner,2,3,3,1,1,46,9,55
S0734,M,20,Intermediate,2,3,3,2,5,68,12,80
S0735,M,29,Beginner,2,5,4,4,5,63,19,82
S0736,F,32,Advanced,3,5,4,5,5,46,14,60
S0737,M,13,Beginner,2,1,3,1,3,68,5,73
S0738,F,34,Advanced,1,1,5,5,4,67,1,68
S0739,F,9,Advanced,5,5,3,5,2,60,3,63
S0740,M,7,Beginner,2,2,1,2,4,67,20,87
S0741,F,34,Beginner,3,3,5,4,5,62,13,75
S0742,M,29,Intermediate,5,1,3,2,2,49,24,73
S0743,M,29,Advanced,4,2,4,1,2,55,28,83
S0744,F,15,Intermediate,2,5,3,2,4,50,24,74
S0745,F,9,Beginner,5,4,2,2,4,55,23,78
S0746,M,8,Advanced,4,1,3,2,4,41,28,69
S0747,F,7,Intermediate,3,4,5,1,4,64,14,78
S0748,F,30,Intermediate,1,2,3,1,1,41,27,68
S0749,F,22,Intermediate,2,3,4,2,3,57,13,70
S0750,M,28,Beginner,1,2,1,2,3,44,3,47
S0751,M,26,Beginner,3,3,2,5,5,53,5,58
S0752,F,29,Beginner,5,2,5,4,1,70,6,76
S0753,M,25,Advanced,5,1,4,5,2,47,12,59
S0754,M,28,Beginner,3,1,2,4,4,45,16,61
S0755,M,18,Advanced,3,4,3,4,5,67,28,95
S0756,M,10,Intermediate,2,2,2,2,2,48,16,64
S0757,M,35,Intermediate,4,2,1,5,3,45,3,48
S0758,F,26,Beginner,1,4,2,4,2,60,18,78
S0759,F,35,Intermediate,1,5,2,4,4,56,25,81
S0760,F,14,Beginner,5,2,3,1,4,47,19,66
S0761,M,30,Advanced,5,2,3,4,3,42,12,54
S0762,M,34,Intermediate,2,2,5,2,4,51,28,79
S0763,F,30,Beginner,3,5,3,3,1,52,8,60
S0764,M,33,Intermediate,1,1,2,1,5,57,1,58
S0765,F,27,Intermediate,2,4,1,3,3,62,29,91
S0766,F,11,Beginner,5,5,3,2,3,50,19,69
S0767,F,10,Intermediate,5,3,5,3,2,41,22,63
S0768,M,30,Intermediate,1,3,5,4,3,53,17,70
S0769,M,15,Intermediate,5,5,2,3,5,70,23,93
S0770,F,13,Intermediate,5,5,3,5,1,40,25,65
S0771,F,12,Advanced,4,1,3,2,2,66,19,85
S0772,F,12,Intermediate,3,3,5,5,5,70,24,94
S0773,F,11,Intermediate,5,4,3,3,3,54,29,83
S0774,M,26,Beginner,4,2,2,5,4,68,16,84
S0775,M,34,Advanced,2,2,1,1,4,57,6,63
S0776,F,25,Beginner,5,1,2,3,5,61,16,77
S0777,F,8,Beginner,2,1,3,5,1,57,26,83
S0778,M,24,Beginner,5,3,2,4,4,56,9,65
S0779,M,27,Advanced,1,4,4,3,5,40,26,66
S0780,F,20,Beginner,4,4,4,1,2,53,24,77
S0781,F,9,Beginner,4,5,3,4,3,59,13,72
S0782,F,33,Beginner,1,1,3,3,1,63,27,90
S0783,M,17,Intermediate,3,2,1,4,1,61,25,86
S0784,M,11,Beginner,4,2,2,3,2,55,11,66
S0785,M,24,Advanced,2,3,1,3,1,43,28,71
S0786,F,9,Advanced,4,2,3,2,5,61,25,86
S0787,F,20,Intermediate,3,4,3,5,1,45,11,56
S0788,M,14,Advanced,2,4,5,3,1,64,16,80
S0789,M,10,Advanced,2,1,1,1,1,55,18,73
S0790,F,18,Intermediate,1,3,3,5,5,59,27,86
S0791,M,28,Beginner,5,2,4,2,3,45,22,67
S0792,M,31,Intermediate,1,1,5,5,4,54,13,67
S0793,F,23,Beginner,5,5,2,5,1,65,28,93
S0794,M,35,Beginner,1,5,5,3,2,40,16,56
S0795,F,35,Advanced,5,2,2,1,2,46,14,60
S0796,F,10,Intermediate,4,2,4,3,5,62,20,82
S0797,F,30,Advanced,2,2,2,1,3,50,5,55
S0798,F,21,Advanced,5,4,1,1,1,40,29,69
S0799,F,32,Beginner,4,2,2,4,5,47,18,65
S0800,F,24,Advanced,3,5,2,3,4,53,28,81
S0801,F,19,Intermediate,1,2,5,2,3,44,21,65
S0802,M,30,Advanced,3,3,4,5,3,52,19,71
S0803,F,35,Advanced,4,5,2,4,5,70,5,75
S0804,F,21,Beginner,3,3,1,2,2,54,5,59
S0805,M,32,Intermediate,3,5,5,3,3,48,3,51
S0806,M,20,Advanced,4,1,4,1,2,47,0,47
S0807,M,27,Beginner,2,5,4,3,3,58,18,76
S0808,F,9,Advanced,5,5,3,3,3,56,10,66
S0809,M,12,Intermediate,1,3,1,4,3,58,25,83
S0810,F,21,Advanced,5,3,5,2,4,69,6,75
S0811,F,29,Advanced,1,5,5,4,2,57,1,58
S0812,F,27,Beginner,5,5,1,2,4,57,3,60
S0813,F,26,Advanced,3,4,4,4,2,66,5,71
S0814,M,27,Beginner,2,1,2,5,4,70,4,74
S0815,M,26,Intermediate,3,1,1,1,4,43,29,72
S0816,F,13,Advanced,2,2,5,1,4,41,21,62
S0817,F,22,Intermediate,4,5,1,1,5,63,20,83
S0818,F,21,Intermediate,1,5,4,5,4,44,8,52
S0819,M,32,Advanced,1,5,3,5,3,56,10,66
S0820,F,28,Beginner,4,5,3,1,1,61,27,88
S0821,F,15,Intermediate,5,1,2,1,4,67,28,95
S0822,M,15,Intermediate,4,3,2,2,1,46,17,63
S0823,M,32,Advanced,4,4,4,2,1,68,19,87
S0824,F,7,Advanced,2,3,2,3,3,55,16,71
S0825,M,35,Advanced,4,3,3,4,1,40,27,67
S0826,M,14,Advanced,1,1,4,2,1,68,12,80
S0827,F,22,Advanced,3,4,4,2,1,51,22,73
S0828,M,16,Advanced,2,5,4,2,2,58,16,74
S0829,F,15,Beginner,2,1,1,2,4,48,21,69
S0830,M,27,Intermediate,5,1,2,5,4,55,25,80
S0831,F,30,Beginner,3,4,5,3,1,68,9,77
S0832,F,22,Beginner,2,2,3,2,3,69,28,97
S0833,F,9,Advanced,4,1,2,4,2,46,24,70
S0834,M,21,Intermediate,2,3,3,2,3,69,17,86
S0835,F,25,Beginner,2,3,2,5,3,68,16,84
S0836,M,20,Advanced,2,5,5,1,1,54,11,65
S0837,F,30,Advanced,5,1,3,1,5,51,14,65
S0838,F,32,Intermediate,2,5,5,3,1,43,26,69
S0839,M,26,Beginner,2,1,3,1,5,70,26,96
S0840,F,10,Beginner,5,4,1,2,2,45,26,71
S0841,F,11,Beginner,3,1,1,5,5,45,25,70
S0842,M,22,Advanced,1,2,3,3,1,54,28,82
S0843,F,6,Intermediate,5,3,3,2,1,67,18,85
S0844,F,30,Intermediate,5,4,5,1,3,42,21,63
S0845,F,24,Beginner,2,3,4,4,1,41,14,55
S0846,F,9,Advanced,2,5,3,2,1,44,12,56
S0847,M,22,Beginner,1,4,2,4,4,47,6,53
S0848,M,14,Intermediate,2,2,2,4,4,58,10,68
S0849,F,29,Advanced,4,3,2,3,3,60,7,67
S0850,M,7,Beginner,2,1,1,5,5,69,19,88
S0851,F,13,Beginner,2,1,5,1,5,55,15,70
S0852,M,20,Advanced,4,1,1,1,4,58,23,81
S0853,F,12,Intermediate,1,4,2,2,2,69,22,91
S0854,F,32,Advanced,4,2,3,1,4,62,10,72
S0855,F,11,Beginner,5,2,2,3,2,70,23,93
S0856,F,6,Beginner,4,2,3,1,5,55,4,59
S0857,F,20,Beginner,3,3,5,2,4,45,25,70
S0858,F,28,Beginner,5,4,4,1,1,61,6,67
S0859,M,31,Intermediate,2,1,3,5,2,40,15,55
S0860,F,12,Intermediate,5,3,1,4,2,57,29,86
S0861,M,34,Beginner,1,2,2,4,2,61,15,76
S0862,F,35,Intermediate,1,1,2,4,5,47,19,66
S0863,M,30,Intermediate,4,4,2,5,3,44,28,72
S0864,M,22,Intermediate,5,5,3,3,1,51,16,67
S0865,M,7,Beginner,2,2,5,2,4,57,18,75
S0866,F,32,Advanced,1,2,3,5,2,44,27,71
S0867,F,14,Advanced,2,2,1,2,5,64,25,89
S0868,M,34,Advanced,3,2,2,3,2,61,14,75
S0869,F,14,Beginner,1,1,3,5,4,68,24,92
S0870,M,18,Intermediate,4,4,2,1,1,52,14,66
S0871,F,11,Intermediate,3,3,1,3,2,60,26,86
S0872,M,11,Beginner,5,1,4,4,5,65,19,84
S0873,M,25,Beginner,2,4,4,5,5,61,29,90
S0874,F,25,Advanced,1,3,4,3,3,68,20,88
S0875,M,26,Advanced,3,2,2,3,5,51,14,65
S0876,F,8,Beginner,3,4,3,5,3,55,2,57
S0877,M,22,Advanced,1,2,2,4,1,53,11,64
S0878,M,22,Intermediate,5,4,5,4,4,50,26,76
S0879,F,17,Beginner,5,5,3,3,3,67,5,72
S0880,F,21,Beginner,4,2,1,2,2,48,19,67
S0881,F,20,Intermediate,5,2,4,3,2,62,4,66
S0882,M,18,Intermediate,4,2,3,5,4,49,10,59
S0883,F,28,Intermediate,3,1,3,5,5,55,22,77
S0884,M,6,Advanced,1,3,4,5,2,58,11,69
S0885,M,22,Beginner,5,2,1,4,3,49,6,55
S0886,F,8,Advanced,4,2,2,1,4,65,8,73
S0887,F,31,Intermediate,3,1,2,5,2,60,17,77
S0888,M,20,Advanced,5,1,3,5,5,43,13,56
S0889,M,9,Intermediate,2,5,4,2,5,66,3,69
S0890,F,9,Advanced,3,4,5,2,2,60,30,90
S0891,F,23,Advanced,5,2,1,3,4,47,7,54
S0892,F,22,Intermediate,3,4,2,3,1,50,15,65
S0893,F,24,Advanced,1,1,1,3,2,69,3,72
S0894,F,16,Beginner,1,1,1,5,5,45,27,72
S0895,M,25,Advanced,1,5,1,2,1,43,18,61
S0896,M,8,Advanced,2,3,4,3,4,60,29,89
S0897,M,13,Beginner,1,1,4,2,5,66,25,91
S0898,M,19,Intermediate,2,2,4,5,4,62,5,67
S0899,F,31,Beginner,1,5,3,5,2,69,18,87
S0900,F,6,Advanced,3,3,4,3,4,63,14,77
S0901,F,19,Intermediate,5,5,3,5,5,44,11,55
S0902,M,7,Advanced,5,1,2,5,2,57,29,86
S0903,M,34,Advanced,1,3,2,2,5,61,11,72
S0904,F,28,Beginner,5,4,2,1,5,64,1,65
S0905,F,9,Beginner,1,3,2,4,1,42,8,50
S0906,M,29,Intermediate,1,2,2,3,3,46,2,48
S0907,M,32,Intermediate,4,4,4,1,4,63,0,63
S0908,F,34,Intermediate,4,4,5,3,4,61,13,74
S0909,F,24,Advanced,4,2,4,1,1,51,27,78
S0910,M,11,Beginner,2,4,5,5,4,42,30,72
S0911,F,30,Beginner,4,1,4,3,1,56,30,86
S0912,F,6,Beginner,1,3,2,1,4,42,27,69
S0913,F,22,Intermediate,3,3,1,4,4,50,12,62
S0914,M,13,Beginner,4,2,5,5,5,45,28,73
S0915,M,24,Beginner,4,1,1,3,1,50,24,74
S0916,M,26,Beginner,3,4,2,3,4,43,4,47
S0917,M,6,Intermediate,1,3,5,1,3,56,6,62
S0918,M,10,Beginner,2,3,1,3,1,61,13,74
S0919,M,32,Intermediate,4,3,4,5,1,40,15,55
S0920,M,21,Beginner,3,3,2,2,1,51,17,68
S0921,F,11,Beginner,1,5,4,1,5,63,13,76
S0922,F,13,Beginner,5,2,4,4,1,42,0,42
S0923,F,18,Intermediate,2,4,2,3,5,55,5,60
S0924,F,21,Intermediate,3,4,5,5,3,42,28,70
S0925,F,35,Beginner,3,2,3,3,2,53,20,73
S0926,F,8,Advanced,3,1,3,4,5,56,9,65
S0927,F,24,Intermediate,4,2,2,5,4,58,5,63
S0928,M,17,Intermediate,5,3,3,4,1,46,1,47
S0929,M,21,Beginner,2,3,1,5,2,65,6,71
S0930,F,32,Advanced,1,2,5,2,5,63,16,79
S0931,F,16,Beginner,1,2,4,5,4,50,26,76
S0932,M,15,Intermediate,5,4,4,4,2,55,23,78
S0933,F,30,Intermediate,3,4,2,1,3,70,13,83
S0934,F,25,Beginner,3,5,4,2,5,63,22,85
S0935,M,9,Beginner,3,5,1,3,5,58,6,64
S0936,F,17,Advanced,3,3,1,2,3,44,21,65
S0937,M,28,Advanced,3,5,2,2,5,40,25,65
S0938,F,7,Intermediate,5,5,4,3,1,64,20,84
S0939,M,29,Advanced,4,1,3,5,5,70,8,78
S0940,M,27,Advanced,2,2,3,2,1,63,18,81
S0941,M,24,Intermediate,3,4,5,2,5,49,29,78
S0942,F,30,Intermediate,4,5,2,1,4,57,24,81
S0943,M,10,Intermediate,1,4,5,1,4,49,20,69
